record_id,student_id,subject,academic_year,term,percentage,grade,effort,teacher_id,predicted_grade
1401,S028,Geography,2023-24,Summer,51,D,3,T09,D
1402,S028,French,2023-24,Autumn,48,E,4,T10,E
1403,S028,French,2023-24,Spring,47,E,3,T10,D
1404,S028,French,2023-24,Summer,26,U,4,T10,U
1405,S028,Computing,2023-24,Autumn,44,E,1,T11,E
1406,S028,Computing,2023-24,Spring,35,U,3,T11,U
1407,S028,Computing,2023-24,Summer,55,D,1,T11,C
1408,S028,Art & Design,2023-24,Autumn,49,E,3,T12,D
1409,S028,Art & Design,2023-24,Spring,43,E,2,T12,E
1410,S028,Art & Design,2023-24,Summer,50,D,4,T12,C
1411,S028,Mathematics,2024-25,Autumn,38,U,2,T02,E
1412,S028,Mathematics,2024-25,Spring,50,D,3,T01,C
1413,S028,Mathematics,2024-25,Summer,40,E,3,T02,D
1414,S028,English Language,2024-25,Autumn,38,U,4,T03,E
1415,S028,English Language,2024-25,Spring,34,U,5,T04,U
1416,S028,English Language,2024-25,Summer,36,U,4,T03,U
1417,S028,Biology,2024-25,Autumn,36,U,4,T05,E
1418,S028,Biology,2024-25,Spring,45,E,3,T05,D
1419,S028,Biology,2024-25,Summer,24,U,4,T05,U
1420,S028,Chemistry,2024-25,Autumn,,,,T06,D
1421,S028,Chemistry,2024-25,Spring,48,E,4,T06,E
1422,S028,Chemistry,2024-25,Summer,42,E,5,T06,E
1423,S028,Physics,2024-25,Autumn,39,U,3,T07,U
1424,S028,Physics,2024-25,Spring,45,E,5,T07,E
1425,S028,Physics,2024-25,Summer,25,U,5,T07,U
1426,S028,History,2024-25,Autumn,52,D,3,T08,D
1427,S028,History,2024-25,Spring,29,U,1,T08,U
1428,S028,History,2024-25,Summer,48,E,5,T08,D
1429,S028,Geography,2024-25,Autumn,49,E,4,T09,E
1430,S028,Geography,2024-25,Spring,37,U,1,T09,U
1431,S028,Geography,2024-25,Summer,30,U,5,T09,E
1432,S028,French,2024-25,Autumn,47,E,5,T10,E
1433,S028,French,2024-25,Spring,47,E,3,T10,E
1434,S028,French,2024-25,Summer,34,U,3,T10,U
1435,S028,Computing,2024-25,Autumn,43,E,5,T11,C
1436,S028,Computing,2024-25,Spring,50,D,3,T11,E
1437,S028,Computing,2024-25,Summer,37,U,3,T11,U
1438,S028,Art & Design,2024-25,Autumn,44,E,4,T12,D
1439,S028,Art & Design,2024-25,Spring,41,E,3,T12,E
1440,S028,Art & Design,2024-25,Summer,38,U,5,T12,U
1441,S029,Mathematics,2022-23,Autumn,49,E,3,T02,D
1442,S029,Mathematics,2022-23,Spring,59,D,4,T02,E
1443,S029,Mathematics,2022-23,Summer,69,C,4,T02,C
1444,S029,English Language,2022-23,Autumn,59,D,4,T03,C
1445,S029,English Language,2022-23,Spring,67,C,1,T03,C
1446,S029,English Language,2022-23,Summer,73,B,5,T03,A
1447,S029,Biology,2022-23,Autumn,57,D,3,T05,D
1448,S029,Biology,2022-23,Spring,61,C,1,T05,C
1449,S029,Biology,2022-23,Summer,48,E,3,T05,D
1450,S029,Chemistry,2022-23,Autumn,68,C,5,T06,C
1451,S029,Chemistry,2022-23,Spring,58,D,4,T06,C
1452,S029,Chemistry,2022-23,Summer,47,E,2,T06,D
1453,S029,Physics,2022-23,Autumn,55,D,4,T07,C
1454,S029,Physics,2022-23,Spring,64,C,4,T07,B
1455,S029,Physics,2022-23,Summer,63,C,3,T07,C
1456,S029,History,2022-23,Autumn,65,C,5,T08,C
1457,S029,History,2022-23,Spring,61,C,4,T08,D
1458,S029,History,2022-23,Summer,,,,T08,B
1459,S029,Geography,2022-23,Autumn,57,D,4,T09,C
1460,S029,Geography,2022-23,Spring,56,D,3,T09,D
1461,S029,Geography,2022-23,Summer,50,D,4,T09,D
1462,S029,French,2022-23,Autumn,66,C,4,T10,C
1463,S029,French,2022-23,Spring,74,B,2,T10,B
1464,S029,French,2022-23,Summer,54,D,4,T10,C
1465,S029,Computing,2022-23,Autumn,62,C,5,T11,D
1466,S029,Computing,2022-23,Spring,77,B,3,T11,B
1467,S029,Computing,2022-23,Summer,68,C,5,T11,B
1468,S029,Art & Design,2022-23,Autumn,50,D,3,T12,D
1469,S029,Art & Design,2022-23,Spring,66,C,1,T12,B
1470,S029,Art & Design,2022-23,Summer,53,D,4,T12,D
1471,S029,Mathematics,2023-24,Autumn,72,B,3,T02,B
1472,S029,Mathematics,2023-24,Spring,63,C,3,T01,C
1473,S029,Mathematics,2023-24,Summer,66,C,3,T02,B
1474,S029,English Language,2023-24,Autumn,59,D,3,T04,C
1475,S029,English Language,2023-24,Spring,51,D,3,T03,D
1476,S029,English Language,2023-24,Summer,64,C,5,T03,C
1477,S029,Biology,2023-24,Autumn,68,C,5,T05,C
1478,S029,Biology,2023-24,Spring,61,C,3,T05,C
1479,S029,Biology,2023-24,Summer,56,D,5,T05,C
1480,S029,Chemistry,2023-24,Autumn,66,C,4,T06,B
1481,S029,Chemistry,2023-24,Spring,52,D,5,T06,D
1482,S029,Chemistry,2023-24,Summer,52,D,4,T06,C
1483,S029,Physics,2023-24,Autumn,42,E,3,T07,E
1484,S029,Physics,2023-24,Spring,45,E,3,T07,E
1485,S029,Physics,2023-24,Summer,47,E,4,T07,D
1486,S029,History,2023-24,Autumn,70,B,4,T08,C
1487,S029,History,2023-24,Spring,60,C,4,T08,C
1488,S029,History,2023-24,Summer,75,B,3,T08,B
1489,S029,Geography,2023-24,Autumn,74,B,5,T09,B
1490,S029,Geography,2023-24,Spring,62,C,3,T09,C
1491,S029,Geography,2023-24,Summer,61,C,3,T09,D
1492,S029,French,2023-24,Autumn,60,C,3,T10,C
1493,S029,French,2023-24,Spring,60,C,2,T10,C
1494,S029,French,2023-24,Summer,68,C,2,T10,B
1495,S029,Computing,2023-24,Autumn,57,D,1,T11,D
1496,S029,Computing,2023-24,Spring,69,C,4,T11,B
1497,S029,Computing,2023-24,Summer,69,C,5,T11,B
1498,S029,Art & Design,2023-24,Autumn,59,D,4,T12,B
1499,S029,Art & Design,2023-24,Spring,54,D,1,T12,D
1500,S029,Art & Design,2023-24,Summer,54,D,3,T12,E
1501,S029,Mathematics,2024-25,Autumn,57,D,4,T02,D
1502,S029,Mathematics,2024-25,Spring,61,C,3,T02,C
1503,S029,Mathematics,2024-25,Summer,67,C,3,T01,C
1504,S029,English Language,2024-25,Autumn,71,B,4,T04,B
1505,S029,English Language,2024-25,Spring,66,C,3,T04,C
1506,S029,English Language,2024-25,Summer,60,C,5,T03,B
1507,S029,Biology,2024-25,Autumn,55,D,4,T05,C
1508,S029,Biology,2024-25,Spring,58,D,4,T05,D
1509,S029,Biology,2024-25,Summer,60,C,4,T05,C
1510,S029,Chemistry,2024-25,Autumn,61,C,1,T06,C
1511,S029,Chemistry,2024-25,Spring,59,D,3,T06,C
1512,S029,Chemistry,2024-25,Summer,70,B,2,T06,B
1513,S029,Physics,2024-25,Autumn,72,B,3,T07,B
1514,S029,Physics,2024-25,Spring,65,C,3,T07,B
1515,S029,Physics,2024-25,Summer,62,C,4,T07,C
1516,S029,History,2024-25,Autumn,67,C,3,T08,B
1517,S029,History,2024-25,Spring,59,D,2,T08,D
1518,S029,History,2024-25,Summer,55,D,4,T08,D
1519,S029,Geography,2024-25,Autumn,61,C,3,T09,D
1520,S029,Geography,2024-25,Spring,71,B,3,T09,B
1521,S029,Geography,2024-25,Summer,61,C,3,T09,C
1522,S029,French,2024-25,Autumn,56,D,3,T10,C
1523,S029,French,2024-25,Spring,75,B,4,T10,B
1524,S029,French,2024-25,Summer,56,D,5,T10,D
1525,S029,Computing,2024-25,Autumn,66,C,3,T11,C
1526,S029,Computing,2024-25,Spring,58,D,3,T11,D
1527,S029,Computing,2024-25,Summer,58,D,4,T11,D
1528,S029,Art & Design,2024-25,Autumn,68,C,3,T12,B
1529,S029,Art & Design,2024-25,Spring,71,B,4,T12,B
1530,S029,Art & Design,2024-25,Summer,59,D,3,T12,C
1531,S030,Mathematics,2022-23,Autumn,87,A,2,T02,A*
1532,S030,Mathematics,2022-23,Spring,86,A,4,T01,A
1533,S030,Mathematics,2022-23,Summer,91,A*,3,T01,A*
1534,S030,English Language,2022-23,Autumn,78,B,1,T03,A
1535,S030,English Language,2022-23,Spring,86,A,1,T04,A*
1536,S030,English Language,2022-23,Summer,,,,T03,A*
1537,S030,Biology,2022-23,Autumn,88,A,5,T05,A*
1538,S030,Biology,2022-23,Spring,97,A*,5,T05,A*
1539,S030,Biology,2022-23,Summer,96,A*,5,T05,A*
1540,S030,Chemistry,2022-23,Autumn,88,A,4,T06,A*
1541,S030,Chemistry,2022-23,Spring,88,A,3,T06,A*
1542,S030,Chemistry,2022-23,Summer,92,A*,3,T06,A*
1543,S030,Physics,2022-23,Autumn,84,A,3,T07,A
1544,S030,Physics,2022-23,Spring,62,C,4,T07,C
1545,S030,Physics,2022-23,Summer,92,A*,4,T07,A*
1546,S030,History,2022-23,Autumn,99,A*,3,T08,A*
1547,S030,History,2022-23,Spring,85,A,1,T08,A
1548,S030,History,2022-23,Summer,83,A,4,T08,A
1549,S030,Geography,2022-23,Autumn,74,B,3,T09,B
1550,S030,Geography,2022-23,Spring,84,A,3,T09,A
1551,S030,Geography,2022-23,Summer,78,B,3,T09,A
1552,S030,French,2022-23,Autumn,83,A,4,T10,A*
1553,S030,French,2022-23,Spring,98,A*,3,T10,A*
1554,S030,French,2022-23,Summer,86,A,3,T10,A
1555,S030,Computing,2022-23,Autumn,83,A,4,T11,A
1556,S030,Computing,2022-23,Spring,81,A,3,T11,A
1557,S030,Computing,2022-23,Summer,67,C,2,T11,B
1558,S030,Art & Design,2022-23,Autumn,90,A*,4,T12,A*
1559,S030,Art & Design,2022-23,Spring,98,A*,3,T12,A*
1560,S030,Art & Design,2022-23,Summer,89,A,3,T12,A*
1561,S030,Mathematics,2023-24,Autumn,91,A*,4,T02,A*
1562,S030,Mathematics,2023-24,Spring,91,A*,4,T02,A*
1563,S030,Mathematics,2023-24,Summer,92,A*,1,T02,A
1564,S030,English Language,2023-24,Autumn,100,A*,3,T03,A*
1565,S030,English Language,2023-24,Spring,90,A*,3,T04,A*
1566,S030,English Language,2023-24,Summer,84,A,2,T04,A
1567,S030,Biology,2023-24,Autumn,87,A,5,T05,A*
1568,S030,Biology,2023-24,Spring,100,A*,5,T05,A*
1569,S030,Biology,2023-24,Summer,78,B,2,T05,A*
1570,S030,Chemistry,2023-24,Autumn,100,A*,3,T06,A*
1571,S030,Chemistry,2023-24,Spring,88,A,3,T06,A
1572,S030,Chemistry,2023-24,Summer,85,A,3,T06,A
1573,S030,Physics,2023-24,Autumn,87,A,5,T07,A*
1574,S030,Physics,2023-24,Spring,83,A,4,T07,A
1575,S030,Physics,2023-24,Summer,71,B,5,T07,C
1576,S030,History,2023-24,Autumn,97,A*,3,T08,A*
1577,S030,History,2023-24,Spring,90,A*,5,T08,A*
1578,S030,History,2023-24,Summer,77,B,5,T08,A
1579,S030,Geography,2023-24,Autumn,87,A,5,T09,B
1580,S030,Geography,2023-24,Spring,88,A,2,T09,A
1581,S030,Geography,2023-24,Summer,,,,T09,A
1582,S030,French,2023-24,Autumn,98,A*,4,T10,A*
1583,S030,French,2023-24,Spring,90,A*,4,T10,A*
1584,S030,French,2023-24,Summer,83,A,4,T10,A
1585,S030,Computing,2023-24,Autumn,91,A*,4,T11,A*
1586,S030,Computing,2023-24,Spring,92,A*,5,T11,A*
1587,S030,Computing,2023-24,Summer,90,A*,3,T11,A*
1588,S030,Art & Design,2023-24,Autumn,,,,T12,A*
1589,S030,Art & Design,2023-24,Spring,84,A,4,T12,A*
1590,S030,Art & Design,2023-24,Summer,85,A,4,T12,A
1591,S030,Mathematics,2024-25,Autumn,79,B,3,T02,A
1592,S030,Mathematics,2024-25,Spring,83,A,3,T02,A*
1593,S030,Mathematics,2024-25,Summer,84,A,3,T02,A
1594,S030,English Language,2024-25,Autumn,,,,T03,A*
1595,S030,English Language,2024-25,Spring,93,A*,5,T03,A*
1596,S030,English Language,2024-25,Summer,78,B,4,T04,B
1597,S030,Biology,2024-25,Autumn,,,,T05,A*
1598,S030,Biology,2024-25,Spring,85,A,5,T05,A
1599,S030,Biology,2024-25,Summer,87,A,4,T05,A*
1600,S030,Chemistry,2024-25,Autumn,100,A*,4,T06,A*
1601,S030,Chemistry,2024-25,Spring,85,A,2,T06,A*
1602,S030,Chemistry,2024-25,Summer,88,A,4,T06,A
1603,S030,Physics,2024-25,Autumn,83,A,4,T07,A
1604,S030,Physics,2024-25,Spring,96,A*,4,T07,A*
1605,S030,Physics,2024-25,Summer,85,A,5,T07,A
1606,S030,History,2024-25,Autumn,88,A,4,T08,A*
1607,S030,History,2024-25,Spring,96,A*,4,T08,A*
1608,S030,History,2024-25,Summer,99,A*,4,T08,A*
1609,S030,Geography,2024-25,Autumn,84,A,3,T09,B
1610,S030,Geography,2024-25,Spring,87,A,2,T09,A*
1611,S030,Geography,2024-25,Summer,82,A,5,T09,A
1612,S030,French,2024-25,Autumn,83,A,4,T10,A*
1613,S030,French,2024-25,Spring,71,B,5,T10,B
1614,S030,French,2024-25,Summer,92,A*,2,T10,A
1615,S030,Computing,2024-25,Autumn,100,A*,3,T11,A*
1616,S030,Computing,2024-25,Spring,78,B,4,T11,A
1617,S030,Computing,2024-25,Summer,95,A*,1,T11,A*
1618,S030,Art & Design,2024-25,Autumn,91,A*,5,T12,A*
1619,S030,Art & Design,2024-25,Spring,88,A,5,T12,A*
1620,S030,Art & Design,2024-25,Summer,79,B,3,T12,A*
